time,ecg
3793.1,-118212.57142857142
3795.1,-118193.71428571428
3797.1,-118145.71428571428
3799.1,-118080.85714285713
3801.1,-118047.85714285713
3803.1,-118057.5714285714
3805.1,-118061.5714285714
3807.1,-118019.42857142855
3809.1,-117951.99999999997
3811.1,-117908.2857142857
3813.1,-117902.57142857142
3815.1,-117902.71428571429
3817.1,-117874.71428571429
3819.1,-117822.71428571428
3821.1,-117783.28571428571
3823.1,-117780.99999999999
3825.1,-117799.71428571428
3827.1,-117799.99999999999
3829.1,-117762.99999999999
3831.1,-117710.57142857142
3833.1,-117682.28571428571
3835.1,-117688.42857142857
3837.1,-117697.14285714286
3839.1,-117676.28571428571
3841.1,-117635.14285714286
3843.1,-117610.14285714287
3845.1,-117618.28571428572
3847.1,-117640.28571428571
3849.08,-117648.28571428571
3851.05,-117637.42857142857
3853.03,-117630.71428571428
3855.0,-117656.28571428571
3857.0,-117710.57142857142
3859.0,-117755.57142857142
3861.0,-117768.42857142857
3863.0,-117778.0
3865.0,-117822.42857142857
3867.0,-117882.5714285714
3869.0,-117898.85714285714
3871.0,-117854.42857142858
3873.0,-117800.0
3875.0,-117786.42857142858
3877.0,-117801.71428571429
3879.0,-117799.57142857143
3881.0,-117770.99999999999
3883.0,-117755.71428571428
3885.0,-117784.99999999999
3887.0,-117841.42857142855
3889.0,-117878.42857142855
3891.0,-117868.14285714284
3893.0,-117825.99999999999
3895.0,-117795.71428571426
3897.0,-117799.71428571428
3899.0,-117809.14285714283
3901.0,-117783.85714285713
3903.0,-117734.28571428571
3905.0,-117710.85714285713
3907.0,-117736.99999999999
3909.0,-117779.57142857142
3911.0,-117791.71428571429
3913.0,-117764.71428571428
3915.0,-117731.0
3917.0,-117721.71428571428
3919.0,-117733.57142857142
3921.0,-117735.85714285713
3923.0,-117705.71428571426
3925.0,-117656.2857142857
3927.0,-117631.28571428568
3928.98,-117653.2857142857
3930.95,-117682.85714285713
3932.93,-117660.57142857142
3934.9,-117593.71428571429
3936.9,-117551.71428571429
3938.9,-117564.99999999999
3940.9,-117583.28571428572
3942.9,-117554.85714285714
3944.9,-117497.71428571429
3946.9,-117465.28571428571
3948.9,-117473.0
3950.9,-117485.14285714286
3952.9,-117464.14285714284
3954.9,-117415.85714285713
3956.9,-117381.99999999999
3958.9,-117390.5714285714
3960.9,-117422.14285714284
3962.9,-117432.28571428571
3964.9,-117402.71428571428
3966.9,-117360.5714285714
3968.9,-117343.0
3970.9,-117348.85714285714
3972.9,-117340.85714285713
3974.9,-117295.14285714286
3976.9,-117231.99999999999
3978.9,-117194.71428571428
3980.9,-117204.42857142857
3982.9,-117232.14285714284
3984.9,-117225.5714285714
3986.9,-117174.57142857142
3988.9,-117130.5714285714
3990.9,-117133.85714285713
3992.9,-117151.0
3994.9,-117122.57142857142
3996.9,-117047.14285714286
3998.9,-116982.57142857142
4000.9,-116974.28571428572
4002.9,-117003.71428571429
4004.9,-117013.28571428571
4006.8,-116976.57142857142
4008.8,-116928.14285714284
4010.8,-116914.2857142857
4012.8,-116924.57142857142
4014.8,-116903.42857142857
4016.8,-116827.85714285714
4018.8,-116741.57142857142
4020.8,-116700.42857142857
4022.8,-116706.42857142857
4024.8,-116711.57142857142
4026.8,-116679.28571428571
4028.8,-116621.57142857142
4030.8,-116574.71428571428
4032.8,-116554.14285714284
4034.8,-116539.2857142857
4036.8,-116499.5714285714
4038.8,-116434.14285714284
4040.8,-116379.99999999997
4042.8,-116372.5714285714
4044.8,-116403.85714285713
4046.8,-116432.0
4048.8,-116432.99999999997
4050.8,-116430.57142857142
4052.8,-116465.85714285713
4054.8,-116539.0
4056.8,-116601.99999999999
4058.8,-116620.57142857143
4060.8,-116619.42857142855
4062.8,-116642.71428571426
4064.8,-116689.57142857143
4066.8,-116716.5714285714
4068.8,-116695.85714285713
4070.8,-116648.85714285713
4072.8,-116618.85714285714
4074.8,-116619.42857142857
4076.8,-116621.42857142858
4078.78,-116593.99999999999
4080.75,-116545.42857142857
4082.73,-116514.0
4084.7,-116518.57142857142
4086.7,-116531.71428571428
4088.7,-116512.85714285713
4090.7,-116457.99999999999
4092.7,-116403.14285714284
4094.7,-116379.42857142855
4096.7,-116378.85714285714
4098.7,-116371.57142857142
4100.7,-116346.28571428572
4102.7,-116322.71428571429
4104.7,-116325.14285714286
4106.7,-116352.14285714287
4108.7,-116379.28571428572
4110.7,-116388.28571428571
4112.7,-116388.85714285713
4114.7,-116409.57142857142
4116.7,-116461.85714285714
4118.7,-116518.99999999999
4120.7,-116539.0
4122.7,-116505.99999999999
4124.7,-116437.57142857142
4126.7,-116344.14285714284
4128.7,-116194.85714285712
4130.7,-115944.14285714284
4132.7,-115590.85714285713
4134.7,-115188.99999999999
4136.7,-114796.57142857143
4138.7,-114435.85714285716
4140.7,-114111.28571428571
4142.7,-113852.28571428571
4144.7,-113720.2857142857
4146.7,-113768.14285714286
4148.7,-113996.71428571428
4150.7,-114359.99999999999
4152.7,-114805.71428571428
4154.7,-115294.71428571428
4156.7,-115783.85714285713
4158.68,-116215.85714285713
4160.65,-116534.2857142857
4162.63,-116709.14285714284
4164.6,-116748.42857142855
4166.6,-116688.71428571428
4168.6,-116576.2857142857
4170.6,-116448.14285714284
4172.6,-116316.57142857142
4174.6,-116178.14285714286
4176.6,-116052.2857142857
4178.6,-115984.2857142857
4180.6,-115977.14285714284
4182.6,-115969.14285714284
4184.6,-115922.99999999999
4186.6,-115880.28571428571
4188.6,-115881.85714285713
4190.6,-115898.57142857142
4192.6,-115886.14285714286
4194.6,-115846.57142857142
4196.6,-115801.0
4198.6,-115758.14285714286
4200.6,-115731.42857142857
4202.6,-115735.14285714286
4204.6,-115750.57142857142
4206.6,-115742.71428571428
4208.6,-115717.42857142857
4210.6,-115707.28571428571
4212.6,-115704.28571428571
4214.6,-115674.71428571426
4216.6,-115629.57142857142
4218.6,-115604.28571428572
4220.6,-115589.14285714284
4222.6,-115558.85714285714
4224.6,-115535.28571428571
4226.6,-115545.99999999999
4228.6,-115558.85714285713
4230.6,-115531.99999999999
4232.6,-115490.99999999999
4234.6,-115488.5714285714
4236.6,-115514.71428571426
4238.58,-115514.28571428568
4240.55,-115478.8571428571
4242.53,-115456.5714285714
4244.5,-115472.0
4246.5,-115491.14285714284
4248.5,-115475.99999999997
4250.5,-115430.5714285714
4252.5,-115385.85714285713
4254.5,-115365.71428571428
4256.5,-115365.42857142857
4258.5,-115356.2857142857
4260.5,-115323.57142857142
4262.5,-115295.14285714286
4264.5,-115308.2857142857
4266.5,-115355.71428571428
4268.5,-115387.99999999999
4270.5,-115375.14285714286
4272.5,-115342.71428571428
4274.5,-115332.42857142857
4276.5,-115342.28571428571
4278.5,-115335.0
4280.5,-115298.57142857143
4282.5,-115259.57142857143
4284.5,-115237.42857142858
4286.5,-115226.71428571429
4288.5,-115219.14285714287
4290.5,-115204.42857142858
4292.5,-115166.0
4294.5,-115107.00000000001
4296.5,-115061.28571428572
4298.5,-115048.71428571428
4300.5,-115039.0
4302.5,-114993.28571428571
4304.5,-114925.28571428571
4306.5,-114886.14285714286
4308.5,-114891.42857142855
4310.5,-114895.71428571428
4312.5,-114856.85714285713
4314.5,-114796.42857142855
4316.5,-114762.99999999997
4318.48,-114757.57142857139
4320.45,-114738.42857142855
4322.43,-114683.85714285713
4324.4,-114614.28571428571
4326.4,-114559.71428571428
4328.4,-114530.42857142857
4330.4,-114509.14285714284
4332.4,-114468.85714285713
4334.4,-114408.57142857142
4336.4,-114361.71428571428
4338.4,-114351.42857142857
4340.4,-114358.71428571428
4342.4,-114350.85714285713
4344.4,-114324.0
4346.4,-114297.57142857142
4348.4,-114284.14285714284
4350.4,-114278.85714285714
4352.4,-114267.71428571428
4354.4,-114237.85714285713
4356.4,-114189.71428571428
4358.4,-114146.42857142857
4360.4,-114135.57142857142
4362.4,-114149.0
4364.4,-114144.71428571428
4366.4,-114108.28571428571
4368.4,-114081.42857142857
4370.4,-114100.71428571428
4372.4,-114135.71428571428
4374.4,-114130.28571428571
4376.4,-114084.57142857142
4378.4,-114050.5714285714
4380.4,-114060.57142857142
4382.4,-114093.71428571429
4384.4,-114108.71428571428
4386.4,-114091.28571428572
4388.4,-114072.71428571429
4390.4,-114094.28571428571
4392.4,-114147.85714285714
4394.4,-114176.85714285714
4396.3,-114153.71428571429
4398.3,-114122.2857142857
4400.3,-114137.57142857142
4402.3,-114192.14285714284
4404.3,-114230.28571428571
4406.3,-114223.57142857142
4408.3,-114201.42857142858
4410.3,-114205.42857142857
4412.3,-114237.85714285713
4414.3,-114268.2857142857
4416.3,-114271.85714285713
4418.3,-114255.85714285713
4420.3,-114255.42857142858
4422.3,-114297.28571428571
4424.3,-114361.14285714284
4426.3,-114395.71428571429
4428.3,-114379.42857142857
4430.3,-114345.85714285713
4432.3,-114338.99999999999
4434.3,-114361.57142857142
4436.3,-114376.0
4438.3,-114352.28571428571
4440.3,-114311.14285714284
4442.3,-114307.42857142857
4444.3,-114359.85714285713
4446.3,-114418.85714285713
4448.3,-114427.28571428571
4450.3,-114395.0
4452.3,-114383.14285714287
4454.3,-114417.28571428572
4456.3,-114454.14285714286
4458.3,-114446.42857142855
4460.3,-114407.99999999999
4462.3,-114389.14285714286
4464.3,-114409.14285714287
4466.3,-114437.14285714286
4468.28,-114435.28571428571
4470.25,-114401.57142857142
4472.23,-114367.28571428571
4474.2,-114359.85714285713
4476.2,-114375.2857142857
4478.2,-114388.14285714284
4480.2,-114380.99999999997
4482.2,-114359.85714285713
4484.2,-114346.28571428571
4486.2,-114353.0
4488.2,-114365.0
4490.2,-114355.42857142855
4492.2,-114323.85714285713
4494.2,-114303.0
4496.2,-114319.0
4498.2,-114356.14285714286
4500.2,-114373.57142857142
4502.2,-114353.71428571428
4504.2,-114325.99999999999
4506.2,-114330.85714285714
4508.2,-114360.42857142857
4510.2,-114360.99999999999
4512.2,-114310.71428571428
4514.2,-114260.14285714284
4516.2,-114264.42857142858
4518.2,-114303.71428571428
4520.2,-114313.57142857142
4522.2,-114276.57142857142
4524.2,-114240.42857142857
4526.2,-114244.42857142857
4528.2,-114265.42857142858
4530.2,-114252.71428571429
4532.2,-114191.57142857142
4534.2,-114112.85714285713
4536.2,-114051.85714285713
4538.2,-114017.85714285713
4540.2,-113995.57142857142
4542.2,-113965.0
4544.2,-113923.14285714286
4546.2,-113890.14285714286
4548.18,-113881.28571428571
4550.15,-113879.71428571428
4552.13,-113853.14285714287
4554.1,-113797.57142857142
4556.1,-113744.14285714284
4558.1,-113725.0
4560.1,-113739.57142857142
4562.1,-113758.71428571426
4564.1,-113759.57142857142
4566.1,-113758.14285714286
4568.1,-113789.71428571429
4570.1,-113855.00000000001
4572.1,-113908.57142857142
4574.1,-113918.0
4576.1,-113906.57142857143
4578.1,-113922.2857142857
4580.1,-113974.0
4582.1,-114021.14285714286
4584.1,-114027.57142857142
4586.1,-114011.14285714286
4588.1,-114019.42857142857
4590.1,-114062.99999999999
4592.1,-114099.28571428571
4594.1,-114089.71428571426
4596.1,-114048.71428571429
4598.1,-114024.71428571429
4600.1,-114043.14285714284
4602.1,-114079.42857142855
4604.1,-114092.42857142857
4606.1,-114077.57142857142
4608.1,-114070.0
4610.1,-114093.14285714286
4612.1,-114126.28571428571
4614.1,-114133.28571428571
4616.1,-114107.5714285714
4618.1,-114078.28571428571
4620.1,-114073.57142857142
4622.1,-114085.14285714284
4624.1,-114081.28571428571
4626.1,-114052.85714285714
4628.08,-114024.85714285713
4630.05,-114020.85714285714
4632.03,-114040.28571428571
4634.0,-114071.0
4636.0,-114099.0
4638.0,-114112.2857142857
4640.0,-114118.14285714286
4642.0,-114135.99999999999
4644.0,-114147.85714285713
4646.0,-114086.57142857142
4648.0,-113903.71428571428
4650.0,-113623.14285714286
4652.0,-113298.0
4654.0,-112939.0
4656.0,-112521.42857142858
4658.0,-112057.42857142857
4660.0,-111626.28571428571
4662.0,-111324.14285714286
4664.0,-111196.28571428572
4666.0,-111229.42857142857
4668.0,-111395.71428571428
4670.0,-111684.2857142857
4672.0,-112088.85714285713
4674.0,-112578.71428571428
4676.0,-113083.14285714286
4678.0,-113510.57142857142
4680.0,-113799.0
4682.0,-113957.0
4684.0,-114034.14285714287
4686.0,-114048.71428571428
4688.0,-113982.85714285713
4690.0,-113853.85714285713
4692.0,-113727.99999999999
4694.0,-113647.5714285714
4696.0,-113601.14285714286
4698.0,-113572.14285714287
4700.0,-113558.0
4702.0,-113546.0
4704.0,-113523.42857142855
4706.0,-113507.14285714286
4707.98,-113519.42857142855
4709.95,-113541.57142857143
4711.93,-113536.42857142855
4713.9,-113509.71428571428
4715.9,-113500.28571428571
4717.9,-113512.0
4719.9,-113516.2857142857
4721.9,-113514.14285714284
4723.9,-113526.71428571426
4725.9,-113540.42857142857
4727.9,-113534.85714285713
4729.9,-113530.28571428571
4731.9,-113543.2857142857
4733.9,-113542.71428571429
4735.9,-113505.0
4737.9,-113460.71428571429
4739.9,-113444.42857142858
4741.9,-113444.57142857142
4743.9,-113428.99999999997
4745.9,-113392.28571428568
4747.9,-113359.85714285712
4749.9,-113350.0
4751.9,-113345.71428571429
4753.9,-113316.42857142858
4755.9,-113258.71428571428
4757.9,-113202.0
4759.9,-113178.28571428571
4761.9,-113186.42857142858
4763.9,-113189.99999999999
4765.9,-113159.85714285714
4767.9,-113115.42857142857
4769.9,-113100.57142857142
4771.9,-113120.99999999999
4773.9,-113134.99999999999
4775.9,-113114.14285714286
4777.9,-113081.85714285714
4779.9,-113079.57142857142
4781.9,-113112.57142857142
4783.9,-113146.57142857142
4785.9,-113150.14285714286
4787.88,-113127.28571428571
4789.85,-113104.99999999999
4791.83,-113100.71428571428
4793.8,-113105.42857142857
4795.8,-113098.14285714286
4797.8,-113075.85714285714
4799.8,-113061.14285714286
4801.8,-113073.28571428571
4803.8,-113101.71428571429
4805.8,-113117.42857142858
4807.8,-113103.0
4809.8,-113067.00000000001
4811.8,-113034.28571428571
4813.8,-113021.0
4815.8,-113012.57142857143
4817.8,-112980.28571428571
4819.8,-112927.71428571429
4821.8,-112898.71428571429
4823.8,-112921.0
4825.8,-112962.85714285714
4827.8,-112972.85714285714
4829.8,-112948.14285714286
4831.8,-112930.57142857142
4833.8,-112940.99999999999
4835.8,-112949.57142857142
4837.8,-112917.28571428571
4839.8,-112848.28571428572
4841.8,-112785.57142857143
4843.8,-112760.57142857143
4845.8,-112756.14285714284
4847.8,-112728.57142857143
4849.8,-112665.42857142857
4851.8,-112604.28571428571
4853.8,-112580.0
4855.8,-112579.71428571428
4857.8,-112567.85714285713
4859.8,-112534.28571428571
4861.8,-112497.14285714286
4863.8,-112476.28571428571
4865.7,-112476.14285714284
4867.7,-112478.42857142857
4869.7,-112448.14285714287
4871.7,-112371.0
4873.7,-112283.42857142857
4875.7,-112238.14285714284
4877.7,-112238.14285714284
4879.7,-112232.71428571428
4881.7,-112192.57142857143
4883.7,-112158.42857142857
4885.7,-112187.42857142857
4887.7,-112265.99999999999
4889.7,-112317.28571428571
4891.7,-112297.71428571429
4893.7,-112250.71428571429
4895.7,-112243.42857142857
4897.7,-112277.99999999999
4899.7,-112295.57142857142
4901.7,-112261.28571428571
4903.7,-112211.99999999999
4905.7,-112206.42857142857
4907.7,-112246.57142857142
4909.7,-112276.85714285714
4911.7,-112263.14285714286
4913.7,-112238.99999999999
4915.7,-112256.28571428571
4917.7,-112315.57142857142
4919.7,-112371.71428571429
4921.7,-112394.42857142857
4923.7,-112397.42857142857
4925.7,-112412.0
4927.7,-112450.42857142858
4929.7,-112493.42857142857
4931.7,-112512.14285714286
4933.7,-112503.57142857142
4935.7,-112496.42857142857
4937.7,-112517.85714285714
4939.7,-112562.71428571428
4941.7,-112599.0
4943.7,-112603.71428571429
4945.6,-112589.28571428571
4947.6,-112587.85714285713
4949.6,-112608.14285714286
4951.6,-112620.28571428571
4953.6,-112592.57142857142
4955.6,-112533.57142857142
4957.6,-112484.85714285714
4959.6,-112472.71428571429
4961.6,-112476.42857142857
4963.6,-112458.42857142857
4965.6,-112420.85714285714
4967.6,-112403.71428571429
4969.6,-112424.71428571429
4971.6,-112453.71428571428
4973.6,-112454.71428571428
4975.6,-112430.57142857142
4977.6,-112412.85714285713
4979.6,-112422.85714285714
4981.6,-112448.14285714286
4983.6,-112456.0
4985.6,-112433.14285714286
4987.6,-112406.5714285714
4989.6,-112409.42857142857
4991.6,-112434.0
4993.6,-112436.57142857142
4995.6,-112395.85714285712
4997.6,-112343.71428571428
4999.6,-112325.71428571428
5001.6,-112344.28571428571
5003.6,-112360.14285714284
5005.6,-112344.42857142855
5007.6,-112313.2857142857
5009.6,-112304.0
5011.6,-112330.42857142857
5013.6,-112368.57142857142
5015.6,-112383.42857142857
5017.58,-112367.57142857143
5019.55,-112356.57142857143
5021.53,-112391.0
5023.5,-112457.14285714284
5025.5,-112492.42857142855
5027.5,-112467.85714285713
5029.5,-112429.28571428572
5031.5,-112432.28571428571
5033.5,-112466.14285714286
5035.5,-112475.57142857142
5037.5,-112439.85714285713
5039.5,-112399.85714285713
5041.5,-112402.71428571426
5043.5,-112443.71428571428
5045.5,-112478.14285714284
5047.5,-112478.85714285714
5049.5,-112462.85714285714
5051.5,-112461.28571428571
5053.5,-112480.85714285713
5055.5,-112497.42857142857
5057.5,-112480.85714285713
5059.5,-112430.57142857143
5061.5,-112382.42857142857
5063.5,-112364.71428571428
5065.5,-112358.0
5067.5,-112320.99999999999
5069.5,-112247.57142857142
5071.5,-112172.85714285714
5073.5,-112127.42857142857
5075.5,-112105.42857142857
5077.5,-112079.71428571429
5079.5,-112034.0
5081.5,-111980.71428571428
5083.5,-111950.2857142857
5085.5,-111956.0
5087.5,-111973.14285714284
5089.5,-111964.99999999997
5091.5,-111929.71428571426
5093.5,-111906.71428571426
5095.5,-111924.57142857142
5097.48,-111958.71428571428
5099.45,-111966.85714285713
5101.43,-111957.0
5103.4,-111980.0
5105.4,-112054.14285714286
5107.4,-112138.99999999997
5109.4,-112191.99999999999
5111.4,-112215.0
5113.4,-112239.42857142857
5115.4,-112283.28571428571
5117.4,-112325.57142857143
5119.4,-112328.85714285714
5121.4,-112293.85714285713
5123.4,-112267.42857142857
5125.4,-112280.71428571428
5127.4,-112312.42857142858
5129.4,-112327.57142857143
5131.4,-112323.71428571428
5133.4,-112323.57142857142
5135.4,-112343.42857142855
5137.4,-112376.42857142855
5139.4,-112400.85714285713
5141.4,-112401.71428571428
5143.4,-112383.0
5145.4,-112362.85714285714
5147.4,-112359.71428571428
5149.4,-112372.85714285713
5151.4,-112378.99999999999
5153.4,-112364.14285714284
5155.4,-112350.14285714286
5157.4,-112367.71428571429
5159.4,-112414.42857142855
5161.4,-112458.0
5163.4,-112474.71428571428
5165.4,-112472.0
5167.4,-112479.71428571429
5169.4,-112513.42857142857
5171.4,-112543.42857142855
5173.4,-112520.85714285713
5175.4,-112439.42857142858
5177.38,-112337.0
5179.35,-112226.14285714286
5181.33,-112059.57142857142
5183.3,-111786.5714285714
5185.3,-111414.99999999999
5187.3,-110997.28571428571
5189.3,-110582.42857142858
5191.3,-110198.57142857143
5193.3,-109863.85714285714
5195.3,-109603.0
5197.3,-109467.99999999999
5199.3,-109522.57142857142
5201.3,-109772.85714285713
5203.3,-110146.42857142855
5205.3,-110575.57142857142
5207.3,-111043.14285714286
5209.3,-111514.42857142858
5211.3,-111906.14285714286
5213.3,-112165.99999999999
5215.3,-112311.42857142857
5217.3,-112363.85714285713
5219.3,-112321.85714285714
5221.3,-112218.57142857142
5223.3,-112124.28571428571
5225.3,-112063.71428571426
5227.3,-112000.14285714286
5229.3,-111921.85714285714
5231.3,-111872.0
5233.3,-111868.42857142857
5235.3,-111874.42857142855
5237.3,-111873.71428571428
5239.3,-111891.0
5241.3,-111926.57142857142
5243.3,-111952.99999999999
5245.3,-111971.85714285713
5247.3,-111997.57142857143
5249.3,-112008.71428571429
5251.3,-111981.85714285713
5253.3,-111944.42857142857
5255.3,-111936.99999999999
5257.28,-111950.42857142855
5259.25,-111943.28571428571
5261.23,-111905.42857142855
5263.2,-111874.71428571428
5265.2,-111888.0
5267.2,-111931.14285714284
5269.2,-111953.99999999999
5271.2,-111935.0
5273.2,-111907.42857142855
5275.2,-111910.2857142857
5277.2,-111928.57142857142
5279.2,-111911.57142857142
5281.2,-111843.99999999999
5283.2,-111768.71428571429
5285.2,-111731.2857142857
5287.2,-111730.14285714286
5289.2,-111731.28571428571
5291.2,-111714.0
5293.2,-111688.85714285713
5295.2,-111680.42857142855
5297.2,-111697.71428571428
5299.2,-111721.14285714287
5301.2,-111723.0
5303.2,-111701.57142857143
5305.2,-111684.14285714284
5307.2,-111692.57142857142
5309.2,-111715.57142857142
5311.2,-111723.57142857143
5313.2,-111703.71428571429
5315.2,-111672.85714285714
5317.2,-111656.57142857142
5319.2,-111661.14285714284
5321.2,-111666.85714285713
5323.2,-111651.14285714286
5325.2,-111616.57142857142
5327.2,-111592.85714285713
5329.2,-111599.28571428571
5331.2,-111614.85714285713
5333.2,-111603.85714285713
5335.2,-111567.57142857142
5337.18,-111543.71428571429
5339.15,-111556.28571428572
5341.13,-111584.42857142858
5343.1,-111591.14285714286
5345.1,-111571.71428571429
5347.1,-111560.42857142858
5349.1,-111583.71428571429
5351.1,-111617.42857142857
5353.1,-111613.28571428571
5355.1,-111565.0
5357.1,-111520.71428571429
5359.1,-111521.42857142857
5361.1,-111549.14285714284
5363.1,-111552.2857142857
5365.1,-111514.99999999999
5367.1,-111477.71428571428
5369.1,-111482.14285714284
5371.1,-111514.85714285713
5373.1,-111524.14285714286
5375.1,-111482.28571428571
5377.1,-111413.14285714284
5379.1,-111362.42857142857
5381.1,-111346.0
5383.1,-111333.28571428571
5385.1,-111286.71428571428
5387.1,-111211.71428571429
5389.1,-111151.14285714286
5391.1,-111134.14285714286
5393.1,-111145.2857142857
5395.1,-111144.42857142857
5397.1,-111108.57142857143
5399.1,-111059.71428571429
5401.1,-111042.85714285714
5403.1,-111066.14285714286
5405.1,-111083.57142857142
5407.1,-111057.57142857143
5409.1,-111010.42857142857
5411.1,-110991.28571428571
5413.1,-111009.57142857142
5415.1,-111027.0
5417.08,-111008.28571428571
5419.05,-110965.71428571428
5421.03,-110946.0
5423.0,-110974.14285714286
5425.0,-111018.57142857142
5427.0,-111030.14285714286
5429.0,-111006.14285714286
5431.0,-110991.28571428571
5433.0,-111011.57142857142
5435.0,-111037.42857142857
5437.0,-111027.71428571428
5439.0,-110989.14285714284
5441.0,-110969.42857142857
5443.0,-110997.71428571429
5445.0,-111051.28571428571
5447.0,-111086.14285714284
5449.0,-111086.0
5451.0,-111078.57142857142
5453.0,-111104.28571428571
5455.0,-111163.71428571429
5457.0,-111207.85714285713
5459.0,-111202.99999999999
5461.0,-111186.71428571428
5463.0,-111220.14285714284
5465.0,-111297.5714285714
5467.0,-111356.28571428571
5469.0,-111367.71428571428
5471.0,-111365.71428571429
5473.0,-111386.85714285713
5475.0,-111429.71428571428
5477.0,-111471.85714285713
5479.0,-111494.0
5481.0,-111494.14285714284
5483.0,-111496.14285714286
5485.0,-111529.0
5487.0,-111585.2857142857
5489.0,-111620.28571428571
5491.0,-111607.42857142858
5493.0,-111577.42857142855
5494.9,-111579.2857142857
5496.9,-111609.71428571428
5498.9,-111617.5714285714
5500.9,-111580.14285714284
5502.9,-111538.71428571428
5504.9,-111538.85714285713
5506.9,-111572.14285714286
5508.9,-111597.42857142857
5510.9,-111595.14285714284
5512.9,-111580.14285714284
5514.9,-111578.28571428571
5516.9,-111597.99999999999
5518.9,-111621.0
5520.9,-111619.71428571429
5522.9,-111587.14285714284
5524.9,-111551.0
5526.9,-111551.85714285713
5528.9,-111595.71428571428
5530.9,-111636.57142857142
5532.9,-111631.42857142855
5534.9,-111605.71428571428
5536.9,-111620.85714285714
5538.9,-111678.0
5540.9,-111707.28571428571
5542.9,-111667.42857142855
5544.9,-111604.85714285712
5546.9,-111590.2857142857
5548.9,-111627.85714285713
5550.9,-111658.85714285714
5552.9,-111644.14285714286
5554.9,-111613.85714285713
5556.9,-111622.42857142857
5558.9,-111674.14285714286
5560.9,-111718.71428571429
5562.9,-111717.42857142857
5564.9,-111689.99999999999
5566.9,-111684.99999999999
5568.9,-111716.85714285713
5570.9,-111749.14285714284
5572.9,-111742.85714285714
5574.8,-111708.14285714286
5576.8,-111690.57142857142
5578.8,-111710.0
5580.8,-111739.57142857142
5582.8,-111747.85714285713
5584.8,-111737.28571428571
5586.8,-111729.85714285713
5588.8,-111737.2857142857
5590.8,-111754.99999999999
5592.8,-111768.28571428571
5594.8,-111762.14285714286
5596.8,-111742.42857142857
5598.8,-111739.85714285714
5600.8,-111775.85714285713
5602.8,-111828.99999999999
5604.8,-111854.99999999999
5606.8,-111840.0
5608.8,-111816.57142857142
5610.8,-111815.99999999999
5612.8,-111820.85714285713
5614.8,-111786.42857142857
5616.8,-111707.14285714286
5618.8,-111636.0
5620.8,-111622.57142857142
5622.8,-111645.5714285714
5624.8,-111641.28571428571
5626.8,-111593.71428571429
5628.8,-111552.0
5630.8,-111548.42857142855
5632.8,-111552.42857142857
5634.8,-111525.85714285714
5636.8,-111480.57142857142
5638.8,-111455.14285714284
5640.8,-111465.42857142857
5642.8,-111499.57142857142
5644.8,-111541.14285714284
5646.8,-111577.85714285713
5648.8,-111605.42857142858
5650.8,-111635.57142857142
5652.8,-111687.14285714284
5654.7,-111754.71428571428
5656.7,-111806.42857142857
5658.7,-111828.57142857142
5660.7,-111850.28571428571
5662.7,-111902.57142857143
5664.7,-111971.14285714287
5666.7,-112012.0
5668.7,-112007.0
5670.7,-111987.14285714284
5672.7,-111994.99999999999
5674.7,-112033.57142857142
5676.7,-112064.57142857142
5678.7,-112061.71428571428
5680.7,-112048.42857142855
5682.7,-112070.71428571429
5684.7,-112133.85714285714
5686.7,-112188.57142857142
5688.7,-112190.85714285713
5690.7,-112157.14285714284
5692.7,-112139.85714285713
5694.7,-112159.28571428572
5696.7,-112185.28571428571
5698.7,-112184.42857142855
5700.7,-112163.71428571428
5702.7,-112160.85714285713
5704.7,-112196.28571428571
5706.7,-112242.28571428571
5708.7,-112258.0
5710.7,-112248.14285714286
5712.7,-112252.42857142857
5714.7,-112281.85714285713
5716.7,-112312.0
5718.7,-112334.71428571429
5720.7,-112360.42857142855
5722.7,-112376.42857142857
5724.7,-112355.14285714284
5726.68,-112295.0
5728.65,-112204.0
5730.63,-112052.42857142857
5732.6,-111792.14285714286
5734.6,-111426.71428571428
5736.6,-111017.14285714286
5738.6,-110615.28571428571
5740.6,-110236.57142857143
5742.6,-109900.71428571429
5744.6,-109655.99999999999
5746.6,-109556.85714285713
5748.6,-109635.0
5750.6,-109880.99999999999
5752.6,-110243.85714285713
5754.6,-110667.71428571428
5756.6,-111121.2857142857
5758.6,-111574.85714285713
5760.6,-111973.57142857142
5762.6,-112263.71428571426
5764.6,-112430.85714285713
5766.6,-112497.85714285713
5768.6,-112497.28571428571
5770.6,-112457.14285714286
5772.6,-112398.71428571429
5774.6,-112334.14285714284
5776.6,-112269.2857142857
5778.6,-112219.99999999999
5780.6,-112209.57142857142
5782.6,-112234.71428571428
5784.6,-112256.28571428571
5786.6,-112248.71428571429
5788.6,-112235.85714285714
5790.6,-112256.42857142857
5792.6,-112309.71428571428
5794.6,-112351.71428571428
5796.6,-112344.14285714286
5798.6,-112303.28571428571
5800.6,-112283.57142857142
5802.6,-112304.71428571428
5804.6,-112323.57142857142
5806.58,-112300.28571428571
5808.55,-112257.14285714286
5810.53,-112242.14285714286
5812.5,-112261.28571428571
5814.5,-112278.28571428571
5816.5,-112264.42857142857
5818.5,-112228.99999999999
5820.5,-112200.57142857142
5822.5,-112194.71428571428
5824.5,-112200.71428571429
